"hour","bc_us_MWh","bc_ab_MWh","datetime_pst"
15,-1903,0,2010-04-20 14:00:00
16,-1915,0,2010-04-20 15:00:00
17,-1939,0,2010-04-20 16:00:00
18,-1938,0,2010-04-20 17:00:00
19,-1898,0,2010-04-20 18:00:00
20,-1902,0,2010-04-20 19:00:00
21,-1909,0,2010-04-20 20:00:00
22,-1900,0,2010-04-20 21:00:00
23,-1899,0,2010-04-20 22:00:00
24,-1887,0,2010-04-20 23:00:00
1,-1910,0,2010-05-20
2,-1911,0,2010-05-20 01:00:00
3,-1930,0,2010-05-20 02:00:00
4,-1935,0,2010-05-20 03:00:00
5,-1915,0,2010-05-20 04:00:00
6,-1929,0,2010-05-20 05:00:00
7,-1916,0,2010-05-20 06:00:00
8,-1925,0,2010-05-20 07:00:00
9,-1884,0,2010-05-20 08:00:00
10,-1899,0,2010-05-20 09:00:00
11,-1856,0,2010-05-20 10:00:00
12,-1890,0,2010-05-20 11:00:00
13,-1909,0,2010-05-20 12:00:00
14,-1914,0,2010-05-20 13:00:00
15,-1915,0,2010-05-20 14:00:00
16,-1851,0,2010-05-20 15:00:00
17,-1825,0,2010-05-20 16:00:00
18,-1843,0,2010-05-20 17:00:00
19,-1513,0,2010-05-20 18:00:00
20,-1706,0,2010-05-20 19:00:00
21,-1906,0,2010-05-20 20:00:00
22,-1882,0,2010-05-20 21:00:00
23,-1922,0,2010-05-20 22:00:00
24,-1902,0,2010-05-20 23:00:00
1,-1918,0,2010-06-20
2,-1916,0,2010-06-20 01:00:00
3,-1928,0,2010-06-20 02:00:00
4,-1930,0,2010-06-20 03:00:00
5,-1916,0,2010-06-20 04:00:00
6,-1890,0,2010-06-20 05:00:00
7,-1872,0,2010-06-20 06:00:00
8,-1914,0,2010-06-20 07:00:00
9,-1948,0,2010-06-20 08:00:00
10,-1937,0,2010-06-20 09:00:00
11,-1890,0,2010-06-20 10:00:00
12,-1881,0,2010-06-20 11:00:00
13,-1914,0,2010-06-20 12:00:00
14,-1925,0,2010-06-20 13:00:00
15,-1905,0,2010-06-20 14:00:00
16,-1833,0,2010-06-20 15:00:00
17,-1460,0,2010-06-20 16:00:00
18,-1083,0,2010-06-20 17:00:00
19,-614,0,2010-06-20 18:00:00
20,-1286,0,2010-06-20 19:00:00
21,-1646,0,2010-06-20 20:00:00
22,-1702,0,2010-06-20 21:00:00
23,-1914,0,2010-06-20 22:00:00
24,-1915,0,2010-06-20 23:00:00
1,-1918,0,2010-07-20
2,-1910,0,2010-07-20 01:00:00
3,-1905,0,2010-07-20 02:00:00
4,-1884,0,2010-07-20 03:00:00
5,-1883,0,2010-07-20 04:00:00
6,-1894,0,2010-07-20 05:00:00
7,-1926,0,2010-07-20 06:00:00
8,-1928,0,2010-07-20 07:00:00
9,-1957,0,2010-07-20 08:00:00
10,-1942,0,2010-07-20 09:00:00
11,-1873,0,2010-07-20 10:00:00
12,-1828,0,2010-07-20 11:00:00
13,-1855,0,2010-07-20 12:00:00
14,-1868,0,2010-07-20 13:00:00
15,-1880,0,2010-07-20 14:00:00
16,-1925,0,2010-07-20 15:00:00
17,-1896,0,2010-07-20 16:00:00
18,-1825,2,2010-07-20 17:00:00
19,-1688,-4,2010-07-20 18:00:00
20,-1741,105,2010-07-20 19:00:00
21,-1612,-18,2010-07-20 20:00:00
22,-1896,-126,2010-07-20 21:00:00
23,-1837,-375,2010-07-20 22:00:00
24,-1714,-414,2010-07-20 23:00:00
1,-1247,-895,2010-08-20
2,-1101,-932,2010-08-20 01:00:00
3,-1115,-886,2010-08-20 02:00:00
4,-1047,-888,2010-08-20 03:00:00
5,-1082,-932,2010-08-20 04:00:00
6,-1023,-916,2010-08-20 05:00:00
7,-1139,-890,2010-08-20 06:00:00
8,-1200,-883,2010-08-20 07:00:00
9,-1129,-880,2010-08-20 08:00:00
10,-1363,-861,2010-08-20 09:00:00
11,-1420,-910,2010-08-20 10:00:00
12,-1560,-905,2010-08-20 11:00:00
13,-1605,-873,2010-08-20 12:00:00
14,-1621,-874,2010-08-20 13:00:00
15,-1828,-678,2010-08-20 14:00:00
16,-1938,-491,2010-08-20 15:00:00
17,-1900,-457,2010-08-20 16:00:00
18,-1887,-463,2010-08-20 17:00:00
19,-1921,-284,2010-08-20 18:00:00
20,-1920,-298,2010-08-20 19:00:00
21,-1877,-367,2010-08-20 20:00:00
22,-1721,-745,2010-08-20 21:00:00
23,-1603,-763,2010-08-20 22:00:00
24,-1364,-912,2010-08-20 23:00:00
1,-1276,-797,2010-09-20
2,-1169,-802,2010-09-20 01:00:00
3,-1147,-789,2010-09-20 02:00:00
4,-1135,-786,2010-09-20 03:00:00
5,-1085,-796,2010-09-20 04:00:00
6,-952,-816,2010-09-20 05:00:00
7,-1170,-812,2010-09-20 06:00:00
8,-1274,-782,2010-09-20 07:00:00
9,-1169,-786,2010-09-20 08:00:00
10,-1476,-562,2010-09-20 09:00:00
11,-1402,-629,2010-09-20 10:00:00
12,-1375,-631,2010-09-20 11:00:00
13,-1386,-598,2010-09-20 12:00:00
14,-1365,-636,2010-09-20 13:00:00
15,-1424,-617,2010-09-20 14:00:00
16,-1669,-355,2010-09-20 15:00:00
17,-1540,-279,2010-09-20 16:00:00
18,-1104,-526,2010-09-20 17:00:00
19,-1354,-639,2010-09-20 18:00:00
20,-1385,-613,2010-09-20 19:00:00
21,-1368,-554,2010-09-20 20:00:00
22,-1719,-667,2010-09-20 21:00:00
23,-1637,-613,2010-09-20 22:00:00
24,-1325,-681,2010-09-20 23:00:00
1,-1692,-109,2010-10-20
2,-1620,-62,2010-10-20 01:00:00
3,-1638,-47,2010-10-20 02:00:00
4,-1546,-141,2010-10-20 03:00:00
5,-1542,-104,2010-10-20 04:00:00
6,-1580,-111,2010-10-20 05:00:00
7,-1885,-130,2010-10-20 06:00:00
8,-1926,-179,2010-10-20 07:00:00
9,-1922,-89,2010-10-20 08:00:00
10,-1963,-113,2010-10-20 09:00:00
11,-1968,-224,2010-10-20 10:00:00
12,-1922,-336,2010-10-20 11:00:00
13,-1915,-293,2010-10-20 12:00:00
14,-1914,79,2010-10-20 13:00:00
15,-1911,7,2010-10-20 14:00:00
16,-1937,138,2010-10-20 15:00:00
17,-1908,148,2010-10-20 16:00:00
18,-1939,-62,2010-10-20 17:00:00
19,-1959,-119,2010-10-20 18:00:00
20,-1821,-184,2010-10-20 19:00:00
21,-1839,-287,2010-10-20 20:00:00
22,-1829,-395,2010-10-20 21:00:00
23,-1848,-266,2010-10-20 22:00:00
24,-1700,-206,2010-10-20 23:00:00
1,-1877,-254,2010-11-20
2,-1829,-254,2010-11-20 01:00:00
3,-1769,-207,2010-11-20 02:00:00
4,-1756,-231,2010-11-20 03:00:00
5,-1774,-254,2010-11-20 04:00:00
6,-1907,-104,2010-11-20 05:00:00
7,-1917,-135,2010-11-20 06:00:00
8,-1638,-68,2010-11-20 07:00:00
9,-1635,61,2010-11-20 08:00:00
10,-1592,16,2010-11-20 09:00:00
11,-1618,-10,2010-11-20 10:00:00
12,-1635,30,2010-11-20 11:00:00
13,-1632,64,2010-11-20 12:00:00
14,-1641,117,2010-11-20 13:00:00
15,-1643,134,2010-11-20 14:00:00
16,-1605,281,2010-11-20 15:00:00
17,-1569,266,2010-11-20 16:00:00
18,-1567,82,2010-11-20 17:00:00
19,-1696,91,2010-11-20 18:00:00
20,-1913,113,2010-11-20 19:00:00
21,-1957,163,2010-11-20 20:00:00
22,-1907,2,2010-11-20 21:00:00
23,-1959,-197,2010-11-20 22:00:00
24,-1973,-163,2010-11-20 23:00:00
1,-1972,-202,2010-12-20
2,-1955,-178,2010-12-20 01:00:00
3,-1946,-192,2010-12-20 02:00:00
4,-1941,-225,2010-12-20 03:00:00
5,-1943,-268,2010-12-20 04:00:00
6,-1941,-181,2010-12-20 05:00:00
7,-1889,27,2010-12-20 06:00:00
8,-1956,147,2010-12-20 07:00:00
9,-1871,111,2010-12-20 08:00:00
10,-1936,160,2010-12-20 09:00:00
11,-1912,166,2010-12-20 10:00:00
12,-1940,156,2010-12-20 11:00:00
13,-1939,133,2010-12-20 12:00:00
14,-1892,206,2010-12-20 13:00:00
15,-1883,261,2010-12-20 14:00:00
16,-1931,255,2010-12-20 15:00:00
17,-1959,270,2010-12-20 16:00:00
18,-1746,241,2010-12-20 17:00:00
19,-1848,331,2010-12-20 18:00:00
20,-1776,281,2010-12-20 19:00:00
21,-1720,208,2010-12-20 20:00:00
22,-1748,-101,2010-12-20 21:00:00
23,-1924,-343,2010-12-20 22:00:00
24,-1931,-251,2010-12-20 23:00:00
1,-362,-209,2011-01-20
2,-416,-163,2011-01-20 01:00:00
3,-438,-122,2011-01-20 02:00:00
4,-577,-25,2011-01-20 03:00:00
5,-478,-21,2011-01-20 04:00:00
6,-429,112,2011-01-20 05:00:00
7,-752,202,2011-01-20 06:00:00
8,-750,181,2011-01-20 07:00:00
9,-857,234,2011-01-20 08:00:00
10,-822,122,2011-01-20 09:00:00
11,-866,20,2011-01-20 10:00:00
12,-905,-3,2011-01-20 11:00:00
13,-920,-13,2011-01-20 12:00:00
14,-1004,0,2011-01-20 13:00:00
15,-1062,-13,2011-01-20 14:00:00
16,-1190,163,2011-01-20 15:00:00
17,-926,208,2011-01-20 16:00:00
18,-952,114,2011-01-20 17:00:00
19,-941,137,2011-01-20 18:00:00
20,-838,95,2011-01-20 19:00:00
21,-833,-21,2011-01-20 20:00:00
22,-906,-204,2011-01-20 21:00:00
23,-625,-389,2011-01-20 22:00:00
24,-666,-477,2011-01-20 23:00:00
1,-404,-698,2011-02-20
2,-415,-666,2011-02-20 01:00:00
3,-357,-675,2011-02-20 02:00:00
4,-364,-668,2011-02-20 03:00:00
5,-417,-518,2011-02-20 04:00:00
6,-329,-300,2011-02-20 05:00:00
7,-298,-40,2011-02-20 06:00:00
8,-770,14,2011-02-20 07:00:00
9,-894,68,2011-02-20 08:00:00
10,-901,44,2011-02-20 09:00:00
11,-678,77,2011-02-20 10:00:00
12,-502,29,2011-02-20 11:00:00
13,-392,25,2011-02-20 12:00:00
14,-657,149,2011-02-20 13:00:00
15,-712,153,2011-02-20 14:00:00
16,-896,241,2011-02-20 15:00:00
17,-846,304,2011-02-20 16:00:00
18,-434,297,2011-02-20 17:00:00
19,-432,304,2011-02-20 18:00:00
20,-510,340,2011-02-20 19:00:00
21,-226,307,2011-02-20 20:00:00
22,-149,175,2011-02-20 21:00:00
23,-1212,205,2011-02-20 22:00:00
24,-1091,76,2011-02-20 23:00:00
1,-805,-13,2011-03-20
2,-860,-105,2011-03-20 01:00:00
3,-825,-195,2011-03-20 02:00:00
4,-743,-264,2011-03-20 03:00:00
5,-672,-318,2011-03-20 04:00:00
6,-699,-219,2011-03-20 05:00:00
7,93,-45,2011-03-20 06:00:00
8,147,-33,2011-03-20 07:00:00
9,210,-89,2011-03-20 08:00:00
10,132,-166,2011-03-20 09:00:00
11,152,-213,2011-03-20 10:00:00
12,140,-103,2011-03-20 11:00:00
13,203,-125,2011-03-20 12:00:00
14,301,-134,2011-03-20 13:00:00
15,299,-12,2011-03-20 14:00:00
16,343,-45,2011-03-20 15:00:00
17,294,-48,2011-03-20 16:00:00
18,498,-21,2011-03-20 17:00:00
19,551,82,2011-03-20 18:00:00
20,305,75,2011-03-20 19:00:00
21,143,-4,2011-03-20 20:00:00
22,-11,-212,2011-03-20 21:00:00
23,-978,-313,2011-03-20 22:00:00
24,-1131,-446,2011-03-20 23:00:00
1,-940,-439,2011-04-20
2,-621,-418,2011-04-20 01:00:00
3,-584,-391,2011-04-20 02:00:00
4,-516,-416,2011-04-20 03:00:00
5,-497,-401,2011-04-20 04:00:00
6,-458,-265,2011-04-20 05:00:00
7,361,-226,2011-04-20 06:00:00
8,332,-62,2011-04-20 07:00:00
9,280,-70,2011-04-20 08:00:00
10,280,-65,2011-04-20 09:00:00
11,186,-77,2011-04-20 10:00:00
12,154,-108,2011-04-20 11:00:00
13,175,-96,2011-04-20 12:00:00
14,170,-182,2011-04-20 13:00:00
15,273,-250,2011-04-20 14:00:00
16,409,-233,2011-04-20 15:00:00
17,483,-156,2011-04-20 16:00:00
18,585,-189,2011-04-20 17:00:00
19,619,-218,2011-04-20 18:00:00
20,488,-188,2011-04-20 19:00:00
21,104,-221,2011-04-20 20:00:00
22,81,-187,2011-04-20 21:00:00
23,-217,-292,2011-04-20 22:00:00
24,-272,-525,2011-04-20 23:00:00
1,7,-928,2011-05-20
2,-11,-908,2011-05-20 01:00:00
2,-141,-912,2011-05-20 01:00:00
3,-85,-933,2011-05-20 02:00:00
4,195,-943,2011-05-20 03:00:00
5,233,-947,2011-05-20 04:00:00
6,155,-696,2011-05-20 05:00:00
7,147,-598,2011-05-20 06:00:00
8,92,-549,2011-05-20 07:00:00
9,-144,-536,2011-05-20 08:00:00
10,-105,-144,2011-05-20 09:00:00
11,-56,-9,2011-05-20 10:00:00
12,48,-33,2011-05-20 11:00:00
13,2,-17,2011-05-20 12:00:00
14,107,40,2011-05-20 13:00:00
15,146,39,2011-05-20 14:00:00
16,409,0,2011-05-20 15:00:00
17,511,-52,2011-05-20 16:00:00
18,515,-10,2011-05-20 17:00:00
19,381,39,2011-05-20 18:00:00
20,185,24,2011-05-20 19:00:00
21,11,-3,2011-05-20 20:00:00
22,5,15,2011-05-20 21:00:00
23,78,3,2011-05-20 22:00:00
24,-393,-183,2011-05-20 23:00:00
1,-291,-307,2011-06-20
2,-342,-286,2011-06-20 01:00:00
3,-302,-298,2011-06-20 02:00:00
4,-312,-227,2011-06-20 03:00:00
5,-235,-68,2011-06-20 04:00:00
6,-213,-11,2011-06-20 05:00:00
7,-518,35,2011-06-20 06:00:00
8,-658,157,2011-06-20 07:00:00
9,-615,219,2011-06-20 08:00:00
10,-668,327,2011-06-20 09:00:00
11,-204,331,2011-06-20 10:00:00
12,-102,315,2011-06-20 11:00:00
13,-84,284,2011-06-20 12:00:00
14,-228,290,2011-06-20 13:00:00
15,-213,268,2011-06-20 14:00:00
16,-228,250,2011-06-20 15:00:00
17,24,302,2011-06-20 16:00:00
18,-289,314,2011-06-20 17:00:00
19,-485,191,2011-06-20 18:00:00
20,-718,90,2011-06-20 19:00:00
21,-771,-8,2011-06-20 20:00:00
22,-1045,8,2011-06-20 21:00:00
23,-1068,24,2011-06-20 22:00:00
24,-1233,-187,2011-06-20 23:00:00
1,-856,-315,2011-07-20
2,-801,-116,2011-07-20 01:00:00
3,-734,-87,2011-07-20 02:00:00
4,-638,-73,2011-07-20 03:00:00
5,-691,-83,2011-07-20 04:00:00
6,-557,-79,2011-07-20 05:00:00
7,-292,-18,2011-07-20 06:00:00
8,-381,2,2011-07-20 07:00:00
9,-350,1,2011-07-20 08:00:00
10,-66,12,2011-07-20 09:00:00
11,171,-18,2011-07-20 10:00:00
12,178,-9,2011-07-20 11:00:00
13,221,12,2011-07-20 12:00:00
14,184,-2,2011-07-20 13:00:00
15,222,13,2011-07-20 14:00:00
16,99,50,2011-07-20 15:00:00
17,265,-82,2011-07-20 16:00:00
18,188,-67,2011-07-20 17:00:00
19,244,-25,2011-07-20 18:00:00
20,-67,-29,2011-07-20 19:00:00
21,-83,-68,2011-07-20 20:00:00
22,-211,-194,2011-07-20 21:00:00
23,-703,-296,2011-07-20 22:00:00
24,-719,-353,2011-07-20 23:00:00
1,-688,-397,2011-08-20
2,-498,-340,2011-08-20 01:00:00
3,-397,-487,2011-08-20 02:00:00
4,-429,-500,2011-08-20 03:00:00
5,-388,-423,2011-08-20 04:00:00
6,-25,-225,2011-08-20 05:00:00
7,-2,-101,2011-08-20 06:00:00
8,-32,-263,2011-08-20 07:00:00
9,-412,-240,2011-08-20 08:00:00
10,-445,-298,2011-08-20 09:00:00
11,-337,-418,2011-08-20 10:00:00
12,-276,-515,2011-08-20 11:00:00
13,-366,-470,2011-08-20 12:00:00
14,-383,-120,2011-08-20 13:00:00
15,-265,-49,2011-08-20 14:00:00
16,91,-38,2011-08-20 15:00:00
17,778,-54,2011-08-20 16:00:00
18,726,-71,2011-08-20 17:00:00
19,793,-77,2011-08-20 18:00:00
20,696,-82,2011-08-20 19:00:00
21,831,-103,2011-08-20 20:00:00
22,719,-232,2011-08-20 21:00:00
23,845,-464,2011-08-20 22:00:00
24,647,-553,2011-08-20 23:00:00
1,-202,-651,2011-09-20
2,-124,-589,2011-09-20 01:00:00
3,-137,-523,2011-09-20 02:00:00
4,-42,-535,2011-09-20 03:00:00
5,-204,-408,2011-09-20 04:00:00
6,-47,-217,2011-09-20 05:00:00
7,-218,-14,2011-09-20 06:00:00
8,-227,-74,2011-09-20 07:00:00
9,-79,-106,2011-09-20 08:00:00
10,-156,9,2011-09-20 09:00:00
11,-182,15,2011-09-20 10:00:00
12,-249,22,2011-09-20 11:00:00
13,-235,24,2011-09-20 12:00:00
14,-301,149,2011-09-20 13:00:00
15,-236,374,2011-09-20 14:00:00
16,86,258,2011-09-20 15:00:00
17,400,245,2011-09-20 16:00:00
18,380,281,2011-09-20 17:00:00
19,444,207,2011-09-20 18:00:00
20,392,32,2011-09-20 19:00:00
21,73,-20,2011-09-20 20:00:00
22,-311,-122,2011-09-20 21:00:00
23,-525,-361,2011-09-20 22:00:00
24,-671,-498,2011-09-20 23:00:00
1,-41,-803,2011-10-20
2,-32,-865,2011-10-20 01:00:00
3,-115,-840,2011-10-20 02:00:00
4,-165,-840,2011-10-20 03:00:00
5,-104,-826,2011-10-20 04:00:00
6,63,-814,2011-10-20 05:00:00
7,411,-393,2011-10-20 06:00:00
8,443,-378,2011-10-20 07:00:00
9,298,-193,2011-10-20 08:00:00
10,313,-238,2011-10-20 09:00:00
11,316,-311,2011-10-20 10:00:00
12,297,-312,2011-10-20 11:00:00
13,297,-305,2011-10-20 12:00:00
14,201,-204,2011-10-20 13:00:00
15,108,-39,2011-10-20 14:00:00
16,252,-272,2011-10-20 15:00:00
17,922,-267,2011-10-20 16:00:00
18,1154,-374,2011-10-20 17:00:00
19,1065,-373,2011-10-20 18:00:00
20,828,-373,2011-10-20 19:00:00
21,713,-644,2011-10-20 20:00:00
22,470,-791,2011-10-20 21:00:00
23,4,-919,2011-10-20 22:00:00
24,78,-966,2011-10-20 23:00:00
1,537,-891,2011-11-20
2,566,-914,2011-11-20 01:00:00
3,573,-924,2011-11-20 02:00:00
4,537,-869,2011-11-20 03:00:00
5,462,-810,2011-11-20 04:00:00
6,375,-716,2011-11-20 05:00:00
7,817,-580,2011-11-20 06:00:00
8,381,-577,2011-11-20 07:00:00
9,-17,-602,2011-11-20 08:00:00
10,-153,-614,2011-11-20 09:00:00
11,68,-686,2011-11-20 10:00:00
12,37,-762,2011-11-20 11:00:00
13,-81,-891,2011-11-20 12:00:00
14,-58,-812,2011-11-20 13:00:00
15,82,-658,2011-11-20 14:00:00
16,533,-524,2011-11-20 15:00:00
17,822,-283,2011-11-20 16:00:00
18,696,-218,2011-11-20 17:00:00
19,763,-217,2011-11-20 18:00:00
20,798,-376,2011-11-20 19:00:00
21,846,-422,2011-11-20 20:00:00
22,831,-597,2011-11-20 21:00:00
23,421,-805,2011-11-20 22:00:00
24,386,-732,2011-11-20 23:00:00
1,6,-799,2011-12-20
2,-13,-800,2011-12-20 01:00:00
3,-5,-766,2011-12-20 02:00:00
4,25,-783,2011-12-20 03:00:00
5,45,-812,2011-12-20 04:00:00
6,213,-826,2011-12-20 05:00:00
7,446,-722,2011-12-20 06:00:00
8,112,-828,2011-12-20 07:00:00
9,-153,-759,2011-12-20 08:00:00
10,-281,-441,2011-12-20 09:00:00
11,-39,-33,2011-12-20 10:00:00
12,-99,-6,2011-12-20 11:00:00
13,-60,78,2011-12-20 12:00:00
14,25,10,2011-12-20 13:00:00
15,51,129,2011-12-20 14:00:00
16,325,220,2011-12-20 15:00:00
17,329,244,2011-12-20 16:00:00
18,369,249,2011-12-20 17:00:00
19,283,270,2011-12-20 18:00:00
20,350,101,2011-12-20 19:00:00
21,303,-13,2011-12-20 20:00:00
22,249,-112,2011-12-20 21:00:00
23,-121,-418,2011-12-20 22:00:00
24,-201,-616,2011-12-20 23:00:00
1,-1610,-798,2012-01-20
2,-1739,-811,2012-01-20 01:00:00
3,-1738,-804,2012-01-20 02:00:00
4,-1836,-782,2012-01-20 03:00:00
5,-1728,-784,2012-01-20 04:00:00
6,-975,-755,2012-01-20 05:00:00
7,-939,-608,2012-01-20 06:00:00
8,-1049,-442,2012-01-20 07:00:00
9,-767,-418,2012-01-20 08:00:00
10,-1200,-344,2012-01-20 09:00:00
11,-1409,-227,2012-01-20 10:00:00
12,-1369,-233,2012-01-20 11:00:00
13,-1656,-226,2012-01-20 12:00:00
14,-1673,-252,2012-01-20 13:00:00
15,-1743,-156,2012-01-20 14:00:00
16,-1665,-69,2012-01-20 15:00:00
17,-1457,17,2012-01-20 16:00:00
18,-1111,-63,2012-01-20 17:00:00
19,-931,-213,2012-01-20 18:00:00
20,-1258,-496,2012-01-20 19:00:00
21,-1411,-780,2012-01-20 20:00:00
22,-1371,-811,2012-01-20 21:00:00
23,-2193,-915,2012-01-20 22:00:00
24,-2299,-947,2012-01-20 23:00:00
1,-1829,-929,2012-02-20
2,-1759,-904,2012-02-20 01:00:00
3,-1846,-951,2012-02-20 02:00:00
4,-1889,-939,2012-02-20 03:00:00
5,-1941,-928,2012-02-20 04:00:00
6,-2125,-922,2012-02-20 05:00:00
7,-2375,-928,2012-02-20 06:00:00
8,-2015,-913,2012-02-20 07:00:00
9,-1912,-878,2012-02-20 08:00:00
10,-1564,-740,2012-02-20 09:00:00
11,-1613,-327,2012-02-20 10:00:00
12,-1651,-66,2012-02-20 11:00:00
13,-1785,28,2012-02-20 12:00:00
14,-1912,22,2012-02-20 13:00:00
15,-1765,-22,2012-02-20 14:00:00
16,-1841,-1,2012-02-20 15:00:00
17,-1832,-200,2012-02-20 16:00:00
18,-1789,-441,2012-02-20 17:00:00
19,-1796,-480,2012-02-20 18:00:00
20,-1737,-885,2012-02-20 19:00:00
21,-1825,-917,2012-02-20 20:00:00
22,-1862,-919,2012-02-20 21:00:00
23,-2070,-939,2012-02-20 22:00:00
24,-2051,-918,2012-02-20 23:00:00
1,-1834,-965,2012-03-20
2,-1961,-940,2012-03-20 01:00:00
3,-1950,-928,2012-03-20 02:00:00
4,-1893,-934,2012-03-20 03:00:00
5,-1837,-943,2012-03-20 04:00:00
6,-1871,-939,2012-03-20 05:00:00
7,-1761,-587,2012-03-20 06:00:00
8,-1892,-374,2012-03-20 07:00:00
9,-1934,-460,2012-03-20 08:00:00
10,-2169,-471,2012-03-20 09:00:00
11,-2149,-524,2012-03-20 10:00:00
12,-2004,-602,2012-03-20 11:00:00
13,-2030,-486,2012-03-20 12:00:00
14,-2287,-549,2012-03-20 13:00:00
15,-2149,-946,2012-03-20 14:00:00
16,-2211,-954,2012-03-20 15:00:00
17,-2022,-852,2012-03-20 16:00:00
18,-1953,-783,2012-03-20 17:00:00
19,-2096,-709,2012-03-20 18:00:00
20,-2200,-792,2012-03-20 19:00:00
21,-2345,-929,2012-03-20 20:00:00
22,-2170,-928,2012-03-20 21:00:00
23,-2293,-930,2012-03-20 22:00:00
24,-2350,-946,2012-03-20 23:00:00
1,-2138,-960,2012-04-20
2,-2079,-939,2012-04-20 01:00:00
3,-2043,-941,2012-04-20 02:00:00
4,-2025,-943,2012-04-20 03:00:00
5,-1960,-948,2012-04-20 04:00:00
6,-1434,-713,2012-04-20 05:00:00
7,-123,-532,2012-04-20 06:00:00
8,-151,-502,2012-04-20 07:00:00
9,-605,-328,2012-04-20 08:00:00
10,-893,-469,2012-04-20 09:00:00
11,-1348,-420,2012-04-20 10:00:00
12,-1461,-236,2012-04-20 11:00:00
13,-1575,-190,2012-04-20 12:00:00
14,-1588,-19,2012-04-20 13:00:00
15,-1524,54,2012-04-20 14:00:00
16,-779,12,2012-04-20 15:00:00
17,-70,-79,2012-04-20 16:00:00
18,-71,-23,2012-04-20 17:00:00
19,-433,-164,2012-04-20 18:00:00
20,-586,-240,2012-04-20 19:00:00
21,-818,-472,2012-04-20 20:00:00
22,-1030,-545,2012-04-20 21:00:00
23,-2070,-910,2012-04-20 22:00:00
24,-2351,-917,2012-04-20 23:00:00
1,-2168,-916,2012-05-20
2,-1914,-946,2012-05-20 01:00:00
3,-1809,-932,2012-05-20 02:00:00
4,-1701,-940,2012-05-20 03:00:00
5,-1578,-951,2012-05-20 04:00:00
6,-1661,-925,2012-05-20 05:00:00
7,-744,-563,2012-05-20 06:00:00
8,-927,-507,2012-05-20 07:00:00
9,-977,-863,2012-05-20 08:00:00
10,-963,-937,2012-05-20 09:00:00
11,-1412,-949,2012-05-20 10:00:00
12,-1487,-934,2012-05-20 11:00:00
13,-1541,-933,2012-05-20 12:00:00
14,-1505,-940,2012-05-20 13:00:00
15,-1422,-921,2012-05-20 14:00:00
16,-1035,-954,2012-05-20 15:00:00
17,-1072,-717,2012-05-20 16:00:00
18,-1659,-768,2012-05-20 17:00:00
19,-1633,-788,2012-05-20 18:00:00
20,-1575,-838,2012-05-20 19:00:00
21,-1426,-927,2012-05-20 20:00:00
22,-1642,-938,2012-05-20 21:00:00
23,-2284,-895,2012-05-20 22:00:00
24,-2036,-910,2012-05-20 23:00:00
1,-1855,-924,2012-06-20
2,-1884,-945,2012-06-20 01:00:00
3,-1684,-957,2012-06-20 02:00:00
4,-1679,-941,2012-06-20 03:00:00
5,-1735,-902,2012-06-20 04:00:00
6,-2195,-548,2012-06-20 05:00:00
7,-1529,-326,2012-06-20 06:00:00
8,-1474,-366,2012-06-20 07:00:00
9,-1116,-301,2012-06-20 08:00:00
10,-1005,-396,2012-06-20 09:00:00
11,-1389,-94,2012-06-20 10:00:00
12,-1477,38,2012-06-20 11:00:00
13,-1648,35,2012-06-20 12:00:00
14,-1182,136,2012-06-20 13:00:00
15,-1409,111,2012-06-20 14:00:00
16,-1192,173,2012-06-20 15:00:00
17,-1700,272,2012-06-20 16:00:00
18,-1737,214,2012-06-20 17:00:00
19,-1874,161,2012-06-20 18:00:00
20,-1912,53,2012-06-20 19:00:00
21,-1928,-135,2012-06-20 20:00:00
22,-1933,-190,2012-06-20 21:00:00
23,-1891,-300,2012-06-20 22:00:00
24,-1902,-477,2012-06-20 23:00:00
1,-1917,-504,2012-07-20
2,-1921,-419,2012-07-20 01:00:00
3,-1920,-311,2012-07-20 02:00:00
4,-1928,-318,2012-07-20 03:00:00
5,-1927,-480,2012-07-20 04:00:00
6,-1862,-588,2012-07-20 05:00:00
7,-1882,-610,2012-07-20 06:00:00
8,-1960,-546,2012-07-20 07:00:00
9,-1864,-366,2012-07-20 08:00:00
10,-1935,-730,2012-07-20 09:00:00
11,-1878,-498,2012-07-20 10:00:00
12,-1932,-183,2012-07-20 11:00:00
13,-1873,-179,2012-07-20 12:00:00
14,-1900,-96,2012-07-20 13:00:00
15,-1933,26,2012-07-20 14:00:00
16,-1982,75,2012-07-20 15:00:00
17,-1960,176,2012-07-20 16:00:00
18,-1850,110,2012-07-20 17:00:00
19,-2108,189,2012-07-20 18:00:00
20,-2266,94,2012-07-20 19:00:00
21,-2148,87,2012-07-20 20:00:00
22,-1727,33,2012-07-20 21:00:00
23,-2360,50,2012-07-20 22:00:00
24,-2330,-131,2012-07-20 23:00:00
1,-2213,-173,2012-08-20
2,-2322,-194,2012-08-20 01:00:00
3,-2247,-179,2012-08-20 02:00:00
4,-2282,-143,2012-08-20 03:00:00
5,-2218,33,2012-08-20 04:00:00
6,-1851,144,2012-08-20 05:00:00
7,-1502,152,2012-08-20 06:00:00
8,-1317,163,2012-08-20 07:00:00
9,-1663,276,2012-08-20 08:00:00
10,-2259,264,2012-08-20 09:00:00
11,-2251,308,2012-08-20 10:00:00
12,-2163,308,2012-08-20 11:00:00
